Cube Number,Solve Time (ms),Number of Moves
929,0.3775,224
930,0.3398,198
931,0.3714,188
932,0.4073,200
933,0.5774,252
934,0.503,252
935,0.447,178
936,0.4153,256
937,0.3437,160
938,0.2786,166
939,0.3602,180
940,0.3807,178
941,0.5268,344
942,1.0548,512
943,0.3478,210
944,0.3213,192
945,0.4206,260
946,0.4324,260
947,0.4309,210
948,0.4305,212
949,0.5278,350
950,0.6405,422
951,0.3501,210
952,0.4896,316
953,0.4838,278
954,0.3439,208
955,0.2879,172
956,0.4682,310
957,0.8024,484
958,0.3587,218
959,0.394,182
960,0.3159,188
961,0.5855,264
962,0.6923,230
963,0.3807,238
964,0.4499,188
965,0.3529,214
966,0.7958,452
967,0.3943,202
968,0.7765,420
969,0.4365,278
970,0.5294,224
971,0.6811,282
972,0.439,214
973,0.565,256
974,1.2104,426
975,0.3435,200
976,0.3785,222
977,0.6158,344
978,0.3156,204
979,0.3293,202
980,0.5907,412
981,0.4079,196
982,0.815,444
983,0.6008,376
984,0.3978,244
985,0.5277,232
986,0.4582,244
987,1.568,418
988,0.7909,200
989,0.9571,160
990,0.4114,196
991,2.1159,382
992,0.6125,176
993,1.1416,402
994,0.5865,206
995,0.7932,190
996,0.9586,230
997,0.519,172
998,0.5107,210
999,0.5182,180
