Cube Number,Solve Time (ms),Number of Moves
699,0.6352,216
700,0.68,216
701,0.8875,216
702,0.733,216
703,0.5093,216
704,1.3842,216
705,0.5078,216
706,0.6965,216
707,0.641,216
708,0.7,216
709,0.5031,216
710,0.6778,216
711,0.4939,216
712,0.6629,216
713,1.2513,216
714,0.7255,216
715,0.6875,216
716,0.6094,187
717,0.6849,187
718,0.8589,187
719,0.6807,187
720,0.4642,187
721,0.7643,187
722,0.569,187
723,1.5156,187
724,0.8465,187
725,0.6217,187
726,0.5932,187
727,0.5584,187
728,0.6293,187
729,0.7982,187
730,0.6577,187
731,0.6278,187
732,0.6464,187
733,0.626,187
734,0.4578,187
735,0.8265,187
736,0.6754,187
737,0.4562,187
738,0.614,187
739,0.4445,187
740,0.5996,187
741,0.6169,187
742,0.5659,187
743,0.6236,187
744,0.5251,214
745,2.9117,214
746,0.7418,214
747,0.7526,214
748,0.7426,214
749,0.8188,214
750,0.8893,214
751,0.724,214
752,0.6284,214
753,0.8171,214
754,0.5446,214
755,0.6041,214
756,0.715,214
757,0.7105,214
758,0.6637,214
759,1.3458,214
760,0.9991,214
761,0.5527,214
762,0.8035,214
763,0.9055,214
764,0.7969,214
765,0.6654,214
766,0.5774,214
767,0.525,214
768,0.7918,214
769,0.7301,214
770,0.548,214
771,0.6819,214
772,0.5612,185
773,0.5923,185
774,0.6418,185
775,0.8582,185
776,0.6333,185
777,0.7518,185
778,0.5123,185
779,0.6033,185
780,0.4977,185
781,0.4378,185
782,1.2298,185
783,0.4859,185
784,0.5468,185
785,0.4334,185
786,0.4871,185
787,0.627,185
788,0.5959,185
789,0.4393,185
790,0.6049,185
791,0.658,185
792,0.6024,185
793,0.4561,185
794,0.5076,185
795,0.5448,185
796,0.4363,185
797,0.6144,185
798,0.4498,185
799,0.6012,185
800,0.6388,225
801,0.7484,225
802,0.6221,225
803,0.8047,225
804,0.5635,225
805,0.6442,225
806,0.7213,225
807,0.5172,225
808,0.7028,225
809,0.6917,225
810,0.7225,225
811,0.6375,225
812,0.7579,225
813,0.7569,225
814,0.6732,225
815,0.8147,225
816,0.7767,225
817,0.5893,225
818,0.7419,225
819,0.6626,225
820,0.5952,225
821,2.4238,225
822,0.7361,225
823,0.5,225
824,0.7117,225
825,0.6346,225
826,0.5657,225
827,0.5278,225
828,0.6431,225
829,0.6047,225
830,0.8138,306
831,1.0048,306
832,0.9548,306
833,0.7905,306
834,0.651,306
835,0.7161,306
836,0.8677,306
837,0.7651,306
838,2.5306,306
839,0.8678,306
840,0.9482,306
841,0.8557,306
842,2.2313,306
843,0.8714,306
844,0.8693,306
845,0.9398,306
846,1.0728,306
847,0.6348,306
848,0.9463,306
849,0.9162,306
850,1.5149,306
851,0.9486,306
852,0.6498,306
853,0.8986,306
854,1.1783,306
855,0.8171,306
856,0.6702,306
857,0.754,263
858,0.8089,263
859,0.6528,263
860,0.9268,263
861,1.3686,263
862,0.8324,263
863,1.1014,263
864,0.7448,263
865,0.6259,263
866,0.6942,263
867,0.9872,263
868,0.729,263
869,0.9221,263
870,0.9517,263
871,0.8415,263
872,0.8805,263
873,0.8339,263
874,0.922,263
875,0.7443,263
876,0.7319,263
877,0.6573,263
878,0.6073,263
879,0.818,263
880,1.4545,263
881,0.7603,263
882,0.8571,263
883,1.0479,263
884,0.9223,263
885,0.7382,263
886,0.5007,200
887,0.6159,200
888,0.8467,200
889,1.4623,200
890,0.6407,200
891,0.465,200
892,0.4964,200
893,0.6229,200
894,0.6599,200
895,0.47,200
896,0.6234,200
897,0.4604,200
898,0.4973,200
899,0.4682,200
900,0.4692,200
901,0.6211,200
902,0.6612,200
903,0.4646,200
904,0.6957,200
905,0.4591,200
906,0.7613,200
907,0.5655,200
908,0.4608,200
909,0.7302,200
910,0.6612,200
911,0.6192,200
912,0.469,200
913,2.4796,200
914,0.6307,200
915,0.6993,275
916,0.9235,275
917,0.7015,275
918,0.9229,275
919,0.8729,275
920,0.7826,275
921,0.9148,275
922,0.9013,275
923,0.6709,275
924,2.0973,275
925,1.2945,275
926,0.7854,275
927,0.967,275
928,0.9379,275
929,0.9791,275
930,0.872,275
931,0.8099,275
932,0.8952,275
933,0.9119,275
934,0.8995,275
935,0.6487,275
936,0.6919,275
937,0.7927,275
938,0.8982,275
939,1.1739,275
940,1.717,275
941,0.7265,275
942,1.3122,275
943,0.8115,275
944,0.8296,282
945,0.8627,282
946,0.6883,282
947,0.9113,282
948,1.6968,282
949,0.9854,282
950,0.6947,282
951,0.9551,282
952,0.8035,282
953,0.8475,282
954,0.9891,282
955,0.8691,282
956,1.1125,282
957,0.8501,282
958,0.6616,282
959,0.9156,282
960,0.9867,282
961,0.9361,282
962,0.8877,282
963,1.2976,282
964,1.2349,282
965,0.8751,282
966,0.9269,282
967,0.9965,282
968,0.7456,282
969,1.0853,282
970,0.8922,282
971,0.8833,282
972,0.6629,190
973,0.9198,190
974,0.7196,190
975,0.457,190
976,0.5115,190
977,0.593,190
978,0.4563,190
979,0.5884,190
980,0.6425,190
981,0.6526,190
982,0.6523,190
983,0.7808,190
984,0.6229,190
985,0.6154,190
986,0.6321,190
987,0.6062,190
988,0.4553,190
989,0.6507,190
990,0.5238,190
991,3.1907,190
992,0.456,190
993,0.7901,190
994,0.6316,190
995,0.6679,190
996,0.6663,190
997,0.5834,190
998,0.6269,190
999,0.5941,190
